run_timestamp,curve,status
2026-05-21T19:56:27.695444+00:00,3M_SONIA,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-05-22T19:50:26.860296+00:00,1M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-05-22T19:50:26.860296+00:00,3M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-05-22T19:50:26.860296+00:00,6M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-05-22T19:50:26.860296+00:00,3M_SONIA,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-05-25T19:44:26.562476+00:00,1M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-05-25T19:44:26.562476+00:00,3M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-05-25T19:44:26.562476+00:00,6M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-05-25T19:44:26.562476+00:00,3M_SONIA,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-05-26T20:11:20.930742+00:00,1M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-05-26T20:11:20.930742+00:00,3M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-05-26T20:11:20.930742+00:00,6M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-05-26T20:11:20.930742+00:00,3M_SONIA,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-05-27T20:21:36.987963+00:00,1M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-05-27T20:21:36.987963+00:00,3M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-05-27T20:21:36.987963+00:00,6M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-05-27T20:21:36.987963+00:00,3M_SONIA,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-05-28T20:27:13.007114+00:00,1M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-05-28T20:27:13.007114+00:00,3M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-05-28T20:27:13.007114+00:00,6M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-05-28T20:27:13.007114+00:00,3M_SONIA,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-05-29T20:29:02.320581+00:00,1M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-05-29T20:29:02.320581+00:00,3M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-05-29T20:29:02.320581+00:00,6M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-05-29T20:29:02.320581+00:00,3M_SONIA,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-01T21:35:35.883644+00:00,1M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-01T21:35:35.883644+00:00,3M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-01T21:35:35.883644+00:00,6M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-01T21:35:35.883644+00:00,3M_SONIA,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-02T20:52:23.922682+00:00,1M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-02T20:52:23.922682+00:00,3M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-02T20:52:23.922682+00:00,6M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-02T20:52:23.922682+00:00,3M_SONIA,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-03T20:58:14.388761+00:00,1M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-03T20:58:14.388761+00:00,3M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-03T20:58:14.388761+00:00,6M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-03T20:58:14.388761+00:00,3M_SONIA,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-04T20:08:45.981062+00:00,1M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-04T20:08:45.981062+00:00,3M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-04T20:08:45.981062+00:00,6M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-04T20:08:45.981062+00:00,3M_SONIA,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-05T19:58:18.003205+00:00,1M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-05T19:58:18.003205+00:00,3M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-05T19:58:18.003205+00:00,6M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-05T19:58:18.003205+00:00,3M_SONIA,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-08T20:21:42.374451+00:00,1M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-08T20:21:42.374451+00:00,3M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-08T20:21:42.374451+00:00,6M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-08T20:21:42.374451+00:00,3M_SONIA,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-09T20:09:28.397895+00:00,1M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-09T20:09:28.397895+00:00,3M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-09T20:09:28.397895+00:00,6M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-09T20:09:28.397895+00:00,3M_SONIA,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-10T20:33:34.674252+00:00,1M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-10T20:33:34.674252+00:00,3M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-10T20:33:34.674252+00:00,6M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-10T20:33:34.674252+00:00,3M_SONIA,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-11T20:24:59.480255+00:00,1M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-11T20:24:59.480255+00:00,3M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-11T20:24:59.480255+00:00,6M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-11T20:24:59.480255+00:00,3M_SONIA,error: 403 Client Error: Forbidden for url: https://cf.com/rates
2026-06-12T20:13:38.604443+00:00,1M_EURIBOR,error: 403 Client Error: Forbidden for url: https://cf.com/rates
